@PG,,,ID:bwa,PN:bwa,,VN:0.7.17-r1188,CL:bwa,mem,#NAME?,10,/cluster/project/gdc/shared/p298/Rishi/PostPhaseScaffoldingGenomes/WF_Canu.chr.fasta,/cluster/project/gdc/shared/p298/Rishi/LinkageMap/SpeciesAveragedMap.fasta,,,,,,
consensus_29483,SA03,43.52,16,PGA,scaffold1,60456927,60,x,x,x,x,x,x,x,x,x,x,x
consensus_65910,SA03,43.84,0,PGA,scaffold1,60821880,60,x,x,x,x,x,x,x,x,x,x,x
consensus_30779,SA03,43.84,16,PGA,scaffold1,60575253,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39723,SA03,44.17,0,PGA,scaffold1,60507265,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36980,SA03,46.16,16,PGA,scaffold1,61001154,60,x,x,x,x,x,x,x,x,x,x,x
consensus_41298,SA03,47.81,16,PGA,scaffold1,61773300,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39427,SA03,48.46,0,PGA,scaffold1,64508850,60,x,x,x,x,x,x,x,x,x,x,x
consensus_40826,SA03,48.46,16,PGA,scaffold1,62297106,60,x,x,x,x,x,x,x,x,x,x,x
consensus_47254,SA03,48.46,16,PGA,scaffold1,64267620,60,x,x,x,x,x,x,x,x,x,x,x
consensus_51325,SA03,48.46,16,PGA,scaffold1,64590719,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29062,SA03,48.79,16,PGA,scaffold1,62215168,60,x,x,x,x,x,x,x,x,x,x,x
consensus_8389,SA03,48.79,16,PGA,scaffold1,65094918,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31735,SA03,48.79,16,PGA,scaffold1,65091820,60,x,x,x,x,x,x,x,x,x,x,x
consensus_46862,SA03,49.11,16,PGA,scaffold1,65881900,60,x,x,x,x,x,x,x,x,x,x,x
consensus_64284,SA03,49.11,16,PGA,scaffold1,74327196,60,x,x,x,x,x,x,x,x,x,x,x
consensus_49030,SA03,49.77,0,PGA,scaffold1,81296004,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31285,SA03,49.77,16,PGA,scaffold1,79790871,60,x,x,x,x,x,x,x,x,x,x,x
consensus_45131,SA03,54.17,0,PGA,scaffold1,89008877,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31433,SA03,54.5,0,PGA,scaffold1,90403799,60,x,x,x,x,x,x,x,x,x,x,x
consensus_2329,SA03,55.15,0,PGA,scaffold1,90329143,60,x,x,x,x,x,x,x,x,x,x,x
consensus_40352,SA03,57.82,16,PGA,scaffold1,91747710,60,x,x,x,x,x,x,x,x,x,x,x
consensus_28180,SA03,59.14,16,PGA,scaffold1,91187790,54,x,x,x,x,x,x,x,x,x,x,x
consensus_60242,SA03,60.12,0,PGA,scaffold1,87023368,60,x,x,x,x,x,x,x,x,x,x,x
consensus_3050,SA03,61.75,16,PGA,scaffold1,86357531,58,x,x,x,x,x,x,x,x,x,x,x
consensus_47441,SA03,62.73,16,PGA,scaffold1,106497714,60,x,x,x,x,x,x,x,x,x,x,x
consensus_15745,SA03,62.73,0,PGA,scaffold1,106129538,40,x,x,x,x,x,x,x,x,x,x,x
consensus_37301,SA03,63.38,16,PGA,scaffold1,105587621,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29883,SA03,64.03,16,PGA,scaffold1,103990348,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43942,SA03,65.67,16,PGA,scaffold1,36848489,59,x,x,x,x,x,x,x,x,x,x,x
consensus_48448,SA03,66.33,0,PGA,scaffold1,29602092,37,x,x,x,x,x,x,x,x,x,x,x
consensus_48514,SA03,66.65,16,PGA,scaffold1,36841514,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43889,SA03,66.98,0,PGA,scaffold1,27713499,60,x,x,x,x,x,x,x,x,x,x,x
consensus_44662,SA03,66.98,0,PGA,scaffold1,38533806,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36213,SA03,66.98,16,PGA,scaffold1,38554773,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36813,SA03,67.3,16,PGA,scaffold1,26013287,60,x,x,x,x,x,x,x,x,x,x,x
consensus_14398,SA03,67.3,16,PGA,scaffold1,25500346,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36513,SA03,67.63,0,PGA,scaffold1,26405499,60,x,x,x,x,x,x,x,x,x,x,x
consensus_55961,SA03,67.95,0,PGA,scaffold1,21546502,45,x,x,x,x,x,x,x,x,x,x,x
consensus_42865,SA03,68.28,0,PGA,scaffold1,23948039,60,x,x,x,x,x,x,x,x,x,x,x
consensus_22761,SA03,68.28,16,PGA,scaffold1,51476773,60,x,x,x,x,x,x,x,x,x,x,x
consensus_41729,SA03,68.61,16,PGA,scaffold1,50711969,60,x,x,x,x,x,x,x,x,x,x,x
consensus_4304,SA03,68.61,0,PGA,scaffold1,18598514,60,x,x,x,x,x,x,x,x,x,x,x
consensus_41623,SA03,68.61,16,PGA,scaffold1,107863158,60,x,x,x,x,x,x,x,x,x,x,x
consensus_10941,SA03,68.61,0,PGA,scaffold1,71075369,60,x,x,x,x,x,x,x,x,x,x,x
consensus_25402,SA03,68.61,0,PGA,scaffold1,17530736,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35127,SA03,68.93,0,PGA,scaffold25,35736536,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35309,SA03,68.93,16,PGA,scaffold1,62118673,60,x,x,x,x,x,x,x,x,x,x,x
consensus_56955,SA03,68.93,16,PGA,scaffold1,55313925,60,x,x,x,x,x,x,x,x,x,x,x
consensus_49196,SA03,68.93,16,PGA,scaffold1,96351249,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43136,SA03,68.93,0,PGA,scaffold1,79817229,60,x,x,x,x,x,x,x,x,x,x,x
consensus_41699,SA03,68.93,16,PGA,scaffold1,26269516,60,x,x,x,x,x,x,x,x,x,x,x
consensus_11189,SA03,68.93,0,PGA,scaffold35,8761849,36,x,x,x,x,x,x,x,x,x,x,x
consensus_29275,SA03,68.93,0,PGA,scaffold1,18112365,43,x,x,x,x,x,x,x,x,x,x,x
consensus_43446,SA03,68.93,0,PGA,scaffold1,10094254,60,x,x,x,x,x,x,x,x,x,x,x
consensus_30396,SA03,69.26,16,PGA,scaffold1,18039257,60,x,x,x,x,x,x,x,x,x,x,x
consensus_10195,SA03,69.26,0,PGA,scaffold1,19323354,60,x,x,x,x,x,x,x,x,x,x,x
consensus_28784,SA03,69.26,16,PGA,scaffold1,18598428,60,x,x,x,x,x,x,x,x,x,x,x
consensus_1370,SA03,69.58,0,PGA,scaffold1,15303988,60,x,x,x,x,x,x,x,x,x,x,x
consensus_61745,SA03,69.58,16,PGA,scaffold1,69632071,33,x,x,x,x,x,x,x,x,x,x,x
consensus_57160,SA03,69.58,16,PGA,scaffold1,62097200,40,x,x,x,x,x,x,x,x,x,x,x
consensus_21057,SA03,69.91,16,PGA,scaffold1,99496507,43,x,x,x,x,x,x,x,x,x,x,x
consensus_67609,SA03,69.91,0,PGA,scaffold1,12983478,60,x,x,x,x,x,x,x,x,x,x,x
consensus_9873,SA03,69.91,0,PGA,scaffold1,15303902,51,x,x,x,x,x,x,x,x,x,x,x
consensus_57361,SA03,69.91,0,PGA,scaffold1,18572603,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29786,SA03,69.91,16,PGA,scaffold1,91505898,51,x,x,x,x,x,x,x,x,x,x,x
consensus_67145,SA03,69.91,16,PGA,scaffold1,11271911,60,x,x,x,x,x,x,x,x,x,x,x
consensus_40976,SA03,70.23,16,Contig,10840.010800F,43332,60,x,x,x,x,x,x,x,x,x,x,x
consensus_47983,SA03,70.23,16,PGA,scaffold1,49763974,60,x,x,x,x,x,x,x,x,x,x,x
consensus_50845,SA03,70.23,0,PGA,scaffold35,9122096,60,x,x,x,x,x,x,x,x,x,x,x
consensus_21729,SA03,70.89,0,PGA,scaffold1,8379351,45,x,x,x,x,x,x,x,x,x,x,x
consensus_48246,SA03,73.55,0,PGA,scaffold1,18601387,60,x,x,x,x,x,x,x,x,x,x,x
consensus_30140,SA03,73.88,16,PGA,scaffold1,54328892,60,x,x,x,x,x,x,x,x,x,x,x
consensus_38249,SA03,74.21,16,PGA,scaffold1,80059779,32,x,x,x,x,x,x,x,x,x,x,x
consensus_22481,SA03,74.21,16,PGA,scaffold1,56065380,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36727,SA03,75.84,16,PGA,scaffold1,54376112,60,x,x,x,x,x,x,x,x,x,x,x
consensus_40180,SA40,3.3,0,PGA,scaffold2,6294524,60,x,x,x,x,x,x,x,x,x,x,x
consensus_27370,SA40,3.95,0,PGA,scaffold30,32282082,60,x,x,x,x,x,x,x,x,x,x,x
consensus_53160,SA40,4.28,0,Contig,13908.019803F,25600,60,x,x,x,x,x,x,x,x,x,x,x
consensus_17814,SA40,4.93,0,PGA,scaffold30,43725858,60,x,x,x,x,x,x,x,x,x,x,x
consensus_38399,SA40,4.93,16,PGA,scaffold30,35259531,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34719,SA40,4.93,0,PGA,scaffold30,47053512,60,x,x,x,x,x,x,x,x,x,x,x
consensus_10834,SA40,6.92,16,PGA,scaffold30,44119440,60,x,x,x,x,x,x,x,x,x,x,x
consensus_9154,SA40,6.92,16,PGA,scaffold30,46439388,60,x,x,x,x,x,x,x,x,x,x,x
consensus_53802,SA40,7.25,0,PGA,scaffold30,46668213,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26424,SA40,7.25,0,PGA,scaffold30,22261088,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33978,SA40,7.25,16,PGA,scaffold30,44410948,60,x,x,x,x,x,x,x,x,x,x,x
consensus_1757,SA40,7.57,0,Contig,13908.019803F,25514,60,x,x,x,x,x,x,x,x,x,x,x
consensus_20934,SA40,7.57,0,PGA,scaffold2,6206612,40,x,x,x,x,x,x,x,x,x,x,x
consensus_55917,SA40,7.57,0,PGA,scaffold30,46668299,60,x,x,x,x,x,x,x,x,x,x,x
consensus_47995,SA40,7.9,16,PGA,scaffold30,44866680,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39490,SA40,7.9,16,PGA,scaffold30,42797091,60,x,x,x,x,x,x,x,x,x,x,x
consensus_19189,SA40,9.54,0,PGA,scaffold30,21673345,43,x,x,x,x,x,x,x,x,x,x,x
consensus_28327,SA40,9.86,0,PGA,scaffold30,20976035,60,x,x,x,x,x,x,x,x,x,x,x
consensus_49668,SA40,9.86,16,PGA,scaffold30,20954132,60,x,x,x,x,x,x,x,x,x,x,x
consensus_20510,SA40,11.17,16,PGA,scaffold30,15972868,60,x,x,x,x,x,x,x,x,x,x,x
consensus_4754,SA40,11.49,16,PGA,scaffold30,15985623,60,x,x,x,x,x,x,x,x,x,x,x
consensus_1214,SA40,15.2,16,PGA,scaffold30,16388542,60,x,x,x,x,x,x,x,x,x,x,x
consensus_17993,SA04,0,0,PGA,scaffold14,29962588,60,x,x,x,x,x,x,x,x,x,x,x
consensus_17459,SA04,3.01,0,PGA,scaffold14,54567800,60,x,x,x,x,x,x,x,x,x,x,x
consensus_45635,SA04,4.32,0,PGA,scaffold14,51332758,60,x,x,x,x,x,x,x,x,x,x,x
consensus_52303,SA04,4.97,16,PGA,scaffold14,51534241,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37105,SA04,5.3,16,PGA,scaffold14,54201003,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34520,SA04,5.3,0,PGA,scaffold14,26000113,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35164,SA04,5.3,16,PGA,scaffold14,57582442,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37802,SA04,5.3,16,PGA,scaffold14,34288423,43,x,x,x,x,x,x,x,x,x,x,x
consensus_6585,SA04,5.62,0,PGA,scaffold14,52211178,60,x,x,x,x,x,x,x,x,x,x,x
consensus_41419,SA04,5.95,16,PGA,scaffold14,26226511,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33233,SA04,5.95,16,PGA,scaffold14,44969195,60,x,x,x,x,x,x,x,x,x,x,x
consensus_15843,SA04,6.27,16,PGA,scaffold14,29925234,60,x,x,x,x,x,x,x,x,x,x,x
consensus_12086,SA04,6.27,16,PGA,scaffold14,16326788,60,x,x,x,x,x,x,x,x,x,x,x
consensus_56610,SA04,6.6,0,PGA,scaffold14,52100310,40,x,x,x,x,x,x,x,x,x,x,x
consensus_7539,SA04,6.6,0,PGA,scaffold14,11996663,60,x,x,x,x,x,x,x,x,x,x,x
consensus_25898,SA04,6.6,0,PGA,scaffold14,47494823,60,x,x,x,x,x,x,x,x,x,x,x
consensus_54106,SA04,6.93,16,PGA,scaffold14,26037482,51,x,x,x,x,x,x,x,x,x,x,x
consensus_30580,SA04,6.93,16,PGA,scaffold14,35022001,37,x,x,x,x,x,x,x,x,x,x,x
consensus_15676,SA04,6.93,0,PGA,scaffold14,16607722,60,x,x,x,x,x,x,x,x,x,x,x
consensus_46280,SA04,7.25,0,PGA,scaffold14,53567017,60,x,x,x,x,x,x,x,x,x,x,x
consensus_12866,SA04,7.25,16,PGA,scaffold14,25962831,60,x,x,x,x,x,x,x,x,x,x,x
consensus_636,SA04,7.25,16,PGA,scaffold14,16307666,60,x,x,x,x,x,x,x,x,x,x,x
consensus_1911,SA04,7.25,16,PGA,scaffold14,23390944,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35263,SA04,7.25,0,PGA,scaffold14,16081671,60,x,x,x,x,x,x,x,x,x,x,x
consensus_51605,SA04,7.25,16,PGA,scaffold14,23831446,60,x,x,x,x,x,x,x,x,x,x,x
consensus_20691,SA04,7.25,16,PGA,scaffold14,14406765,60,x,x,x,x,x,x,x,x,x,x,x
consensus_869,SA04,7.25,16,PGA,scaffold14,26045633,60,x,x,x,x,x,x,x,x,x,x,x
consensus_51533,SA04,7.25,0,PGA,scaffold14,32078754,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34384,SA04,7.25,16,PGA,scaffold14,26470674,60,x,x,x,x,x,x,x,x,x,x,x
consensus_2989,SA04,7.25,0,PGA,scaffold14,23242381,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43803,SA04,7.58,16,PGA,scaffold14,49046770,60,x,x,x,x,x,x,x,x,x,x,x
consensus_20522,SA04,7.9,16,PGA,scaffold14,49046684,60,x,x,x,x,x,x,x,x,x,x,x
consensus_66922,SA04,7.9,16,PGA,scaffold14,52057242,60,x,x,x,x,x,x,x,x,x,x,x
consensus_51336,SA04,7.9,16,PGA,scaffold14,46582644,60,x,x,x,x,x,x,x,x,x,x,x
consensus_2273,SA04,7.9,16,PGA,scaffold14,48570344,48,x,x,x,x,x,x,x,x,x,x,x
consensus_43617,SA04,7.9,0,PGA,scaffold14,47354095,60,x,x,x,x,x,x,x,x,x,x,x
consensus_8585,SA04,7.9,16,PGA,scaffold14,50664864,60,x,x,x,x,x,x,x,x,x,x,x
consensus_64918,SA04,7.9,16,PGA,scaffold14,53508335,60,x,x,x,x,x,x,x,x,x,x,x
consensus_6694,SA04,8.56,16,PGA,scaffold14,54279172,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29515,SA04,8.56,16,PGA,scaffold14,54719844,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26342,SA04,8.56,16,PGA,scaffold14,54589395,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26632,SA04,8.88,16,PGA,scaffold14,58667875,60,x,x,x,x,x,x,x,x,x,x,x
consensus_9138,SA04,8.88,0,PGA,scaffold14,56455094,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26141,SA04,8.88,16,PGA,scaffold14,58503356,60,x,x,x,x,x,x,x,x,x,x,x
consensus_67433,SA04,8.88,16,PGA,scaffold14,58667789,60,x,x,x,x,x,x,x,x,x,x,x
consensus_16643,SA04,8.88,16,PGA,scaffold14,58503270,35,x,x,x,x,x,x,x,x,x,x,x
consensus_61292,SA04,9.54,0,PGA,scaffold14,56125247,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29286,SA04,9.54,0,PGA,scaffold14,54279258,60,x,x,x,x,x,x,x,x,x,x,x
consensus_2400,SA04,9.54,16,PGA,scaffold14,56232132,60,x,x,x,x,x,x,x,x,x,x,x
consensus_56061,SA04,9.54,0,Contig,18779.002950F,947,60,x,x,x,x,x,x,x,x,x,x,x
consensus_18417,SA04,9.54,16,PGA,scaffold14,56022645,60,x,x,x,x,x,x,x,x,x,x,x
consensus_2655,SA04,9.54,16,PGA,scaffold14,56851867,60,x,x,x,x,x,x,x,x,x,x,x
consensus_57215,SA04,9.54,0,PGA,scaffold14,55477743,60,x,x,x,x,x,x,x,x,x,x,x
consensus_12874,SA04,10.19,0,PGA,scaffold14,51561126,60,x,x,x,x,x,x,x,x,x,x,x
consensus_713,SA04,10.84,0,PGA,scaffold14,50731111,54,x,x,x,x,x,x,x,x,x,x,x
consensus_55244,SA04,10.84,16,PGA,scaffold14,48570258,60,x,x,x,x,x,x,x,x,x,x,x
consensus_62559,SA04,10.84,16,PGA,scaffold14,50188940,60,x,x,x,x,x,x,x,x,x,x,x
consensus_41460,SA04,11.17,16,PGA,scaffold14,50748419,60,x,x,x,x,x,x,x,x,x,x,x
consensus_32393,SA04,11.17,16,PGA,scaffold14,50622762,60,x,x,x,x,x,x,x,x,x,x,x
consensus_2715,SA04,11.5,16,PGA,scaffold14,50777465,38,x,x,x,x,x,x,x,x,x,x,x
consensus_19432,SA04,12.15,16,PGA,scaffold14,49465673,60,x,x,x,x,x,x,x,x,x,x,x
consensus_32372,SA04,12.47,16,PGA,scaffold14,49571730,60,x,x,x,x,x,x,x,x,x,x,x
consensus_51297,SA04,13.46,16,PGA,scaffold14,49267371,60,x,x,x,x,x,x,x,x,x,x,x
consensus_32795,SA04,14.11,16,PGA,scaffold14,49305213,60,x,x,x,x,x,x,x,x,x,x,x
consensus_41416,SA04,18.52,0,PGA,scaffold14,47479481,60,x,x,x,x,x,x,x,x,x,x,x
consensus_47831,SA04,18.52,0,PGA,scaffold14,47727808,60,x,x,x,x,x,x,x,x,x,x,x
consensus_1240,SA04,19.5,16,PGA,scaffold14,29852019,60,x,x,x,x,x,x,x,x,x,x,x
consensus_25764,SA04,19.5,16,PGA,scaffold14,39758981,60,x,x,x,x,x,x,x,x,x,x,x
consensus_57092,SA04,19.5,16,PGA,scaffold14,46917671,60,x,x,x,x,x,x,x,x,x,x,x
consensus_58118,SA04,20.16,0,PGA,scaffold14,46633111,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33563,SA04,20.16,16,PGA,scaffold14,46482325,60,x,x,x,x,x,x,x,x,x,x,x
consensus_4564,SA04,20.48,0,PGA,scaffold14,41929874,60,x,x,x,x,x,x,x,x,x,x,x
consensus_46145,SA04,20.48,16,PGA,scaffold14,46476309,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26708,SA04,20.48,16,PGA,scaffold14,33124829,60,x,x,x,x,x,x,x,x,x,x,x
consensus_7444,SA04,20.48,0,PGA,scaffold14,46633025,60,x,x,x,x,x,x,x,x,x,x,x
consensus_49013,SA04,21.47,16,PGA,scaffold14,33124743,60,x,x,x,x,x,x,x,x,x,x,x
consensus_1775,SA04,21.47,16,PGA,scaffold14,44989008,60,x,x,x,x,x,x,x,x,x,x,x
consensus_20316,SA04,22.12,0,PGA,scaffold14,45209501,60,x,x,x,x,x,x,x,x,x,x,x
consensus_22328,SA04,22.78,16,PGA,scaffold14,46062788,60,x,x,x,x,x,x,x,x,x,x,x
consensus_65688,SA04,22.78,16,PGA,scaffold14,44989094,60,x,x,x,x,x,x,x,x,x,x,x
consensus_19417,SA04,23.1,16,PGA,scaffold14,42506524,60,x,x,x,x,x,x,x,x,x,x,x
consensus_3276,SA04,23.43,16,PGA,scaffold14,46185925,54,x,x,x,x,x,x,x,x,x,x,x
consensus_50316,SA04,23.43,16,PGA,scaffold14,42506438,60,x,x,x,x,x,x,x,x,x,x,x
consensus_56625,SA04,23.75,0,PGA,scaffold14,41544747,60,x,x,x,x,x,x,x,x,x,x,x
consensus_56896,SA04,23.75,16,PGA,scaffold14,41864874,43,x,x,x,x,x,x,x,x,x,x,x
consensus_36797,SA04,24.08,16,PGA,scaffold14,42071621,60,x,x,x,x,x,x,x,x,x,x,x
consensus_9960,SA04,24.73,16,PGA,scaffold14,40077442,60,x,x,x,x,x,x,x,x,x,x,x
consensus_42809,SA04,24.73,0,PGA,scaffold14,40063503,60,x,x,x,x,x,x,x,x,x,x,x
consensus_45165,SA04,25.06,0,PGA,scaffold14,39874510,60,x,x,x,x,x,x,x,x,x,x,x
consensus_3222,SA04,25.06,0,PGA,scaffold14,39866618,60,x,x,x,x,x,x,x,x,x,x,x
consensus_49078,SA04,25.06,16,PGA,scaffold14,40504231,60,x,x,x,x,x,x,x,x,x,x,x
consensus_10298,SA04,26.69,16,PGA,scaffold14,38225639,51,x,x,x,x,x,x,x,x,x,x,x
consensus_43198,SA04,26.69,0,PGA,scaffold14,40222471,51,x,x,x,x,x,x,x,x,x,x,x
consensus_40661,SA04,27.68,16,PGA,scaffold14,38041363,60,x,x,x,x,x,x,x,x,x,x,x
consensus_49472,SA04,28,16,PGA,scaffold14,37999134,60,x,x,x,x,x,x,x,x,x,x,x
consensus_69189,SA04,28.66,16,PGA,scaffold14,37761972,60,x,x,x,x,x,x,x,x,x,x,x
consensus_21443,SA04,28.98,16,PGA,scaffold14,37531516,60,x,x,x,x,x,x,x,x,x,x,x
consensus_49076,SA04,28.98,0,PGA,scaffold14,37531602,60,x,x,x,x,x,x,x,x,x,x,x
consensus_69185,SA04,28.98,16,PGA,scaffold14,37538455,60,x,x,x,x,x,x,x,x,x,x,x
consensus_38895,SA04,29.31,16,PGA,scaffold14,36484836,60,x,x,x,x,x,x,x,x,x,x,x
consensus_65400,SA04,29.31,0,PGA,scaffold14,36033491,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31209,SA04,29.31,16,PGA,scaffold14,36484922,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26538,SA04,29.96,16,PGA,scaffold14,35021915,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31683,SA04,29.96,16,PGA,scaffold14,35203598,60,x,x,x,x,x,x,x,x,x,x,x
consensus_11214,SA04,29.96,16,PGA,scaffold14,35657826,60,x,x,x,x,x,x,x,x,x,x,x
consensus_50795,SA04,29.96,16,PGA,scaffold14,34905810,60,x,x,x,x,x,x,x,x,x,x,x
consensus_42331,SA04,29.96,16,PGA,scaffold14,34873303,60,x,x,x,x,x,x,x,x,x,x,x
consensus_7466,SA04,31.28,16,PGA,scaffold14,33848314,60,x,x,x,x,x,x,x,x,x,x,x
consensus_21755,SA04,31.28,16,PGA,scaffold14,34069488,60,x,x,x,x,x,x,x,x,x,x,x
consensus_16962,SA04,31.28,16,PGA,scaffold14,34029639,60,x,x,x,x,x,x,x,x,x,x,x
consensus_4426,SA04,32.59,16,PGA,scaffold14,31994444,60,x,x,x,x,x,x,x,x,x,x,x
consensus_8178,SA04,32.92,16,PGA,scaffold14,31391777,60,x,x,x,x,x,x,x,x,x,x,x
consensus_50095,SA04,32.92,0,PGA,scaffold14,32312148,45,x,x,x,x,x,x,x,x,x,x,x
consensus_28689,SA04,33.25,16,PGA,scaffold14,32209062,60,x,x,x,x,x,x,x,x,x,x,x
consensus_4903,SA04,34.89,16,PGA,scaffold14,26631025,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26655,SA04,35.21,16,PGA,scaffold14,28411925,60,x,x,x,x,x,x,x,x,x,x,x
consensus_17867,SA04,35.21,0,PGA,scaffold14,28647112,60,x,x,x,x,x,x,x,x,x,x,x
consensus_24397,SA04,35.21,16,PGA,scaffold14,27568394,56,x,x,x,x,x,x,x,x,x,x,x
consensus_50993,SA04,35.21,16,PGA,scaffold14,24792838,60,x,x,x,x,x,x,x,x,x,x,x
consensus_52774,SA04,35.21,16,PGA,scaffold14,27690725,60,x,x,x,x,x,x,x,x,x,x,x
consensus_11299,SA04,35.21,16,PGA,scaffold14,27188020,60,x,x,x,x,x,x,x,x,x,x,x
consensus_57149,SA04,35.54,0,PGA,scaffold14,22604413,56,x,x,x,x,x,x,x,x,x,x,x
consensus_71336,SA04,35.54,0,PGA,scaffold14,17240515,60,x,x,x,x,x,x,x,x,x,x,x
consensus_14043,SA04,35.54,0,PGA,scaffold14,21426727,60,x,x,x,x,x,x,x,x,x,x,x
consensus_16442,SA04,35.86,0,PGA,scaffold14,25411641,37,x,x,x,x,x,x,x,x,x,x,x
consensus_50245,SA04,36.52,0,PGA,scaffold14,2755327,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37185,SA04,36.84,16,PGA,scaffold14,6604995,60,x,x,x,x,x,x,x,x,x,x,x
consensus_32990,SA04,36.84,0,PGA,scaffold14,1968316,60,x,x,x,x,x,x,x,x,x,x,x
consensus_66899,SA04,36.84,16,PGA,scaffold14,5485053,60,x,x,x,x,x,x,x,x,x,x,x
consensus_46458,SA04,36.84,0,PGA,scaffold14,3487813,60,x,x,x,x,x,x,x,x,x,x,x
consensus_27228,SA04,36.84,16,PGA,scaffold14,9408393,56,x,x,x,x,x,x,x,x,x,x,x
consensus_31599,SA04,36.84,0,PGA,scaffold14,12994713,60,x,x,x,x,x,x,x,x,x,x,x
consensus_62164,SA04,36.84,0,PGA,scaffold14,5945722,35,x,x,x,x,x,x,x,x,x,x,x
consensus_31419,SA04,36.84,16,PGA,scaffold14,1170970,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34566,SA04,36.84,16,PGA,scaffold14,13921149,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37577,SA04,36.84,16,PGA,scaffold14,11802008,60,x,x,x,x,x,x,x,x,x,x,x
consensus_68107,SA04,36.84,0,PGA,scaffold14,12561304,60,x,x,x,x,x,x,x,x,x,x,x
consensus_42148,SA04,37.49,0,PGA,scaffold14,11398714,56,x,x,x,x,x,x,x,x,x,x,x
consensus_13403,SA04,37.49,0,PGA,scaffold14,9408479,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33539,SA04,37.82,0,PGA,scaffold14,9458544,60,x,x,x,x,x,x,x,x,x,x,x
consensus_24553,SA04,37.82,16,PGA,scaffold14,6815928,60,x,x,x,x,x,x,x,x,x,x,x
consensus_28959,SA04,37.82,16,PGA,scaffold14,9440577,60,x,x,x,x,x,x,x,x,x,x,x
consensus_2654,SA04,37.82,16,PGA,scaffold10,62799759,47,x,x,x,x,x,x,x,x,x,x,x
consensus_36767,SA04,37.82,16,PGA,scaffold14,9458458,60,x,x,x,x,x,x,x,x,x,x,x
consensus_56397,SA04,38.14,16,Contig,16998.002985F,18334,32,x,x,x,x,x,x,x,x,x,x,x
consensus_39904,SA04,38.14,16,PGA,scaffold14,6871547,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43525,SA04,38.47,0,PGA,scaffold14,8065958,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36691,SA04,38.47,0,Contig,17299.021214F,21795,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26326,SA04,38.47,0,PGA,scaffold14,7642914,60,x,x,x,x,x,x,x,x,x,x,x
consensus_56585,SA04,38.47,16,PGA,scaffold14,15227960,60,x,x,x,x,x,x,x,x,x,x,x
consensus_56268,SA04,38.47,0,PGA,scaffold14,6848285,54,x,x,x,x,x,x,x,x,x,x,x
consensus_24267,SA04,38.8,16,PGA,scaffold14,6464252,60,x,x,x,x,x,x,x,x,x,x,x
consensus_15274,SA04,38.8,16,PGA,scaffold14,6461893,60,x,x,x,x,x,x,x,x,x,x,x
consensus_9145,SA04,38.8,16,PGA,scaffold14,6480740,60,x,x,x,x,x,x,x,x,x,x,x
